"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"McDonald’s hate to see u coming","29","0","2026-03-01T23:41:51.000Z","its_averie21","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7462447871201428510","7612436454061474573","https://p19-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/11154d2fe8ec2eae7ca0ed43b43cd882~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f2296890&x-expires=1778400000&x-signature=k25DBqglxmkmsh1KZhNb%2B0Al7uw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Don’t play with food bro","6","0","2026-04-24T21:56:19.000Z","fskeel","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7162322715172897798","7632447916795740961","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/7162323047050346502~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9d9f6818&x-expires=1778400000&x-signature=TBsUIeUGfjwiS02nIwZcv8oyvzg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Bro, doing anything to get $1 million","27","0","2026-03-01T21:07:23.000Z","jaysautorefinishing","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7560471152151102477","7612396692306248461","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/d21723a4c69496f24bb2fe64e10c5b94~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=563451b1&x-expires=1778400000&x-signature=rPaR99%2B%2BlYz3iDbVHXLzX0FZQ78%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"it is slightly funny but you playing wit people jobs gang you gotta chill😭","26","0","2026-03-01T22:37:14.000Z","cartierframes6","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7487776540169995307","7612419847569408799","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/82e389c11ceaa94a4c85a3992c088de8~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c3e4d13b&x-expires=1778400000&x-signature=1G8mHgpSaIokJw29RYnMq%2FAmMEU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"your making them fight","25","0","2026-03-02T06:53:55.000Z","001f17","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6934999945930015746","7612547877882069768","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/aa8e29b678f415ee4245e0a8733af7e6~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=61504f26&x-expires=1778400000&x-signature=bvq0CiqplgAj0NYNLdHMoHffIDU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"People losing their job over this? That ain't funny...AT ALL 😠","13","0","2026-03-02T08:18:55.000Z","mercur..y00","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6966854129725817861","7612569794709029652","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8f40ac48ff9f2308415ae24f51897864~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=90031a97&x-expires=1778400000&x-signature=PZgpGGJ9pRfQBS9ZU02jwGu9BSw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"He play too much 😂😂😂","18","0","2026-03-02T02:49:26.000Z","cozy_clouldz","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7532233596460647438","7612484798616126239","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/5cade63246569d9bee2fd8c50ddc5b63~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e40a1ee2&x-expires=1778400000&x-signature=ymPXurqB6xCIVQm5r8737%2F15A8A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Yo, you going to get somebody fired.. lol","15","0","2026-03-02T01:23:24.000Z","kemiticbyz2099","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6887947022932067334","7612462700429574943","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/59fe981975d628c7e0a3bea99511b2d3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=841ed729&x-expires=1778400000&x-signature=ORB9UtzD0LwaA7kKnn7LFoM3%2B3E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"The extra cheese had me in stitches","5","0","2026-04-29T01:36:47.000Z","robynejamieson","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","207006147139260416","7633988617929982742","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/ccdacd9ef33622e1fe24a33860f00195~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1b00e323&x-expires=1778400000&x-signature=0XM9hbKf4UyYFYW2M6BaKXecxxQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Dang some one gonna get fired 😭😭😭 noooo😭","16","0","2026-03-02T03:11:38.000Z","jessurawesome","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7127445020181955627","7612490548922975007","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/62ba3ac1f25d73b89ea72ff75a8719e0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=69466489&x-expires=1778400000&x-signature=%2BeQD3rZVK9YHzZxCDx0nlr16hBo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"People getting fired for this😭🥀","18","0","2026-03-02T02:55:39.000Z","wh_at001","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7531954906123518989","7612486452999799582","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/3b96d32ecb456f8b7cab94d8476d5ab2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3eacb8cb&x-expires=1778400000&x-signature=N04lxZAvjMszsMXe%2F2LiWjrqkvs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"she was like","13","0","2026-03-02T01:19:03.000Z","sumsexc.brownskin1","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7548579252212417591","7612461540918444813","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/586cde215ab820a3b83b0d4597c5a5da~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b50caae3&x-expires=1778400000&x-signature=2ejrSU9sL2myiFkZQ4G66O%2FeIJs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"“Whuuut duuuhhh fuhhhh” got me crying","20","0","2026-03-02T03:04:30.000Z","runitupron7","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6917120100093953029","7612488741869765406","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/89e5dff81c33028885ac4311ac729f06~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1a9637e5&x-expires=1778400000&x-signature=TE64wGEd62wQkg395pRN4rkgc3M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"dam u trying to get ppl fired from the McDonald's 😂😂😂😂i love it","21","0","2026-03-02T04:01:17.000Z","titfortat0413","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6551969122618446848","7612503318662185742","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8fb579a2073b2d4f5ab5560014f1a94d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=54518929&x-expires=1778400000&x-signature=WnqfdRxLsFZTnTTPo3g3RQPk9gk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"How do you have this much time on your hands bro. Hahaha","25","0","2026-03-02T04:08:54.000Z","flem4000","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6866046396899230725","7612505310586913567","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/914aa60bf638be80e15667c536809016~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0d010a4b&x-expires=1778400000&x-signature=z9kSlFVMvh8suAefBc%2FozK6WT2I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"why are getting ppl in trouble 🤨","25","0","2026-03-02T02:14:41.000Z","411janedoe411","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6952766059943658501","7612475902139663134","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f1bfde147362ab7c76e8f100efc07cf7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a08fab19&x-expires=1778400000&x-signature=y9W5eCT7Qq4yTg%2FRLtzITbXWerE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"That’s not funny bro","5","0","2026-04-27T11:27:29.000Z","cookitalian3","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7592949205674935309","7633399027720192798","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/188f9a4f5fbebf9ab70e28aa51d359d6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e2bc7b03&x-expires=1778400000&x-signature=OnQMky6u90adMSFeSNfbpsJFTi4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"I would be dying bro I swear 🥹✌️","21","0","2026-03-02T03:01:47.000Z","sugarflysnumberonefan","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7417666263554524202","7612487998215979807","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/9f3f8b87dbcbbbc5dece614435ce1593~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e910440c&x-expires=1778400000&x-signature=gdgtI2M814M%2FtoBV42pixVY3%2FBU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Why are they so trusting","20","0","2026-03-02T05:55:13.000Z","racersname","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7186120767070225413","7612532766982357778","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3b418a8a8031bafe4cb38ef53297bc58~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e56edffc&x-expires=1778400000&x-signature=%2BjVhBi165j53AGM%2FTuC82xDv748%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"But why????","21","0","2026-03-02T08:21:55.000Z","hedil369","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7091591207747224581","7612570535625687828","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/05052c17b07db12a20d139551634f446~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8bcceb92&x-expires=1778400000&x-signature=RMXtOMdRPstD0KwwfQ8T%2Btm%2FyRs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"funny but not funny. might cause a innocent hard working employee fired for a minimum wage job","6","0","2026-04-26T03:44:18.000Z","manuelvillegas5647","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7155706600009925678","7632908643532981006","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/bc95097b39db21f2c4a989eeb0852ebf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c110d037&x-expires=1778400000&x-signature=hohL3GNs1ADS0y9BbZ7H0RGVBW8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"He's gonna get people fired for they lol","14","0","2026-03-02T04:29:44.000Z","209candyred","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6791709903913927686","7612510645188330253","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7cfeb6c5117296158303494cc391ff10~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9b9e35d3&x-expires=1778400000&x-signature=61tV2W6M4KQ30LY1GydLWWIZpy0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"That extra cheese took me out","43","0","2026-03-01T23:11:30.000Z","trenchbabyty2025","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7510385284298523694","7612428628487897869","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/3a6f226186a2aefe6a1dbd966ad8648f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=59bd6fd5&x-expires=1778400000&x-signature=LVJV1gfYBaO2Pib%2FpEHqncmL0hs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"This is why they don’t take it seriously for us honest folks.","18","0","2026-03-02T01:56:32.000Z","scraper586","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7215365051007894570","7612471212220416782","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/c8fed61237d7b612b7d65022b21bc910~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3edf422c&x-expires=1778400000&x-signature=SkkXXfS696aDN%2Fy%2B4FPEoPsqu8M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Bro is getting people fired 🤣🤣","11","0","2026-03-02T04:22:00.000Z","projecttercel1980","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6937387864863130629","7612508717392593695","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/61c99b1e37a237e28eaaa86b2f037e7b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cc47c250&x-expires=1778400000&x-signature=HPZBLJ%2FvWnk0avPCg8AHsZD6k7E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"ok i get it its prankless harms but it can eventually get staff fired bro.......","17","0","2026-03-02T07:51:59.000Z","galiphalilov","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6937230730116465669","7612562811809645344","https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/3a0eed6b77b23a93749d774e8c36f341~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=514137e2&x-expires=1778400000&x-signature=SubiJPrN4KdfF9gt%2FyYKiRyOUY8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"not fun","7","0","2026-04-27T03:59:36.000Z","santo.domingo71","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7498846913135952918","7633283427870016278","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2624cf58a2e710871089deca078e542c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5994c655&x-expires=1778400000&x-signature=hdXTYcefYSMaSrO6ZJJvib4hjuA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"the workers","7","0","2026-03-02T04:02:09.000Z","crazyaries69snitch","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7448081993407644677","7612503603366609672","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e3a9be10d3d68fb981093fa7f8e6984b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=838c1412&x-expires=1778400000&x-signature=0u%2FDzrfZXNnEunkVHe%2FOmpu9WnA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"WHO DID DIS","86","1","2026-03-01T17:02:37.000Z","notsocializ","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7121081591509615662","7612333601992459021","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a2cd93491a0b0f5235e9c035b650be53~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ad58983f&x-expires=1778400000&x-signature=OvEMclrciHE7u6OfSn6A7cewlN0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"he be having to much free time","17","0","2026-03-02T04:06:25.000Z","ashontex2","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6791628357497095174","7612504692517929759","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7352387853915013166~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a8d73cd1&x-expires=1778400000&x-signature=%2FtNPAgTpnSFVy0wdAF2h8Cvq2HU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"No way he believes this with the cheese? 😂 Who did this 😂","7","0","2026-03-02T09:34:54.000Z","sava.k92","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6690730327851615237","7612589306532119318","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7325181238598664197~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=35e13b30&x-expires=1778400000&x-signature=6mbiT9WCYuAFb8eWQBeQcrmgXA4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"I just kno u got sme ppl fired🙄😅","17","0","2026-03-02T01:43:17.000Z","krownme12","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6979312853401289733","7612467797494448909","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e751852c982f7dd917da969a0ca3e1a2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7f5263e8&x-expires=1778400000&x-signature=Wk0GcDGYJZwWXkRTBm6nIHMDiAw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Who did thissss✨✨✨✨✨","25","0","2026-03-01T23:49:55.000Z","justdoitnickyy","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6794077776729326597","7612438579465585439","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/10c2d933f558d28b42dc8d9b175b1bc6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0ad1138f&x-expires=1778400000&x-signature=6oXs%2Blg%2Bb6ye7ALgMdXa9fsRtqk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"how can he be so serious I would start laughing as soon as I tell them","14","0","2026-03-02T05:08:18.000Z","unknown6289819","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7575413691433960461","7612520621901366029","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/c5f8cc07386b88e6dea965dbb0497363~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e4165773&x-expires=1778400000&x-signature=PluGm%2BvN1F8CHJEjKmAtQmXQzfw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"usually I'm not ok with this but you know what? it's McDonald's, so I don't feel bad","13","0","2026-03-02T02:12:40.000Z","th0ughtcrimes","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7168939153043588142","7612475303202489101","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7346917717112274990~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=77497760&x-expires=1778400000&x-signature=G4HmVA3lIBTGvqAjJC03KhlqisE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"getting sooo many people firedddd. 🤣🤣🤣","14","0","2026-03-02T04:59:58.000Z","meghanleigh92","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6819239291089732609","7612518499667182366","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/781dff0e6551d648dac26f5afaae3cae~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b9a2961d&x-expires=1778400000&x-signature=r66n7M68GuXjoMtjPazoemBd5LE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"this is so funny to me i don’t understand","16","0","2026-03-02T05:30:43.000Z","_viiixixmcmxcvii","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","126953040229740544","7612526346938221326","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/c50f0d736f4d9387c5800cffdf4f9ed4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=55f45462&x-expires=1778400000&x-signature=zfubCTei7HmbPzUDdrgPZ3yXCaQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"I don’t get the joke. But Damn imagine getting fire over this then seeing the video.","39","0","2026-03-01T22:13:17.000Z","thatpersons16","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7468863756346606638","7612413642970104606","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/152c8bb277be2966daf8e36b8cf15d87~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=25c178ee&x-expires=1778400000&x-signature=jOeskxcYtrSKo4r49kuKROBzDxE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Oh she knew what you was doing😂😂😭","22","0","2026-03-02T01:08:24.000Z","z71.his._.liltwin","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6987453525492433925","7612458760163033869","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/5d3c82ce52ba1d5ac963c534c6f2ae83~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=73e34717&x-expires=1778400000&x-signature=60cTHGOqaxXK%2F5UsnlHxnn3BA9M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"We're just ingnoring the customer spawning out of the kitchen? 🤣","55","0","2026-03-02T07:11:38.000Z","crisologo_ocean","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6980002066475336705","7612552416110478100","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2df8d12056f93225ea14cfd68a4752f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=40b8ae3e&x-expires=1778400000&x-signature=HkewXcE%2BYP2AKb%2BMV0xEH7BPSbY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"why yall put cheese on my cheese burger","15","0","2026-03-02T03:47:08.000Z","emilymendez425","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7530118707583534094","7612499660326093582","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6a4e9e0076523b7ead861e0a6e7d14a0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b56af6f0&x-expires=1778400000&x-signature=Pq6g2%2FeFyIVa5iEDx08rkG%2F9K9U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"bruh aint no way you pull this off 😂🤣","18","0","2026-03-02T02:48:18.000Z","pewfessor.travels","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7569289717699986446","7612484494453834527","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/ff79c7c5d4a29498485f0d2bfe11d845~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1c640ba9&x-expires=1778400000&x-signature=VNrK2ixsTmblqz81u6Q6BgdlLNQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"The cheese dude went in 😂","18","0","2026-03-02T02:50:20.000Z","1rybibi","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7243677228520670250","7612485010465424141","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/507849d46d0e8c2a775fbf2da790f1a2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=951bbf3c&x-expires=1778400000&x-signature=Xv2uLIs1T0ulhhMUHFE%2Ficqal7s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"prolly got someone in trouble","18","0","2026-03-02T01:22:29.000Z","violexiatnt","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6641371822011613190","7612462438797361951","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/25c25541e796f1e543f3a9216d5d1fa3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fefb27b0&x-expires=1778400000&x-signature=iqnV9XnpNZZnIKDCF08ShQ4e5VE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"do u think it's funny","44","2","2026-03-02T09:02:45.000Z","bannybacara","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6562574178154659841","7612581090133656328","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ef37546bfdb9b4bffa278bed1a6a1839~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=215a246e&x-expires=1778400000&x-signature=XmSfN1s8AH6YHhcvH%2BzBEgu7iAM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"He is just getting other ppl fired and u never know if that’s the only thing they have left","14","0","2026-03-02T01:29:48.000Z","yoboy_yz13","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7591020003172910094","7612464332638765855","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/d06fce7db2631a8f62926c06dbaa4512~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=36653a56&x-expires=1778400000&x-signature=bbHyMDrLTmE2LXKb%2Bw5gTaZsFN4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Bros going to get someone fired 🤣","51","0","2026-03-02T00:33:57.000Z","kamarofebres","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","6996431675971716102","7612449957781488414","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/24f40801055bc7568bd1763a15021f0b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bc58e10f&x-expires=1778400000&x-signature=eVyKhGzR2H2MjbobJQ29HGy8PGU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"i don't think that's safe to eat now","51","0","2026-03-02T07:16:00.000Z","wait_fvk","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7165112013818938370","7612553534845240084","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2dc868e47c3b3e34de6c5d54c6f87f75~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b5a9e665&x-expires=1778400000&x-signature=ivXVaR8pCdhqutMSwQB%2FlQkq88E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"I did not think they was gonna fall for the cheese","21","0","2026-03-02T01:19:45.000Z","milo36273","https://www.tiktok.com/@user6611908121759/video/7612233575705955597","7593902515838731319","7612461720518968078","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b10aab4883aba5c517fafb1c700bfe48~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c8d769e6&x-expires=1778400000&x-signature=yhCdeOUMU62rNhTg4Q0lSs06Y4Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
